Name,Edição,Etiquetas,Seção,Tema,URL
Segredos e mentiras,15,,Artigos,O sigilo absoluto das reuniões da maçonaria serviu de pretexto para os ataques feitos por uma Igreja Católica conservadora,https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/artigos-revista/segredos-e-mentiras
Vitor Serrão,15,,Entrevista,Operário de Memórias,https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/entrevista/vitor-serrao
O pudim lírico,15,,Leituras,Correspondência inédita de Manuel Bandeira revela novos aspectos da vida e da obra do poeta modernista,https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/leituras/o-pudim-lirico
A pop art brasileira contra a ditadura,15,,Perspectiva,arte de vanguarda e resistência política em Antonio Manuel,https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/perspectiva/a-pop-art-brasileira-contra-a-ditadura
Caras e Caretas,15,,Educação,"Durante o Estado Novo, as charges da revista Careta funcionaram como uma oposição inteligente à propaganda oficial do governo de Getúlio Vargas",https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/educacao/caras-e-caretas
Os sonolentos da BN,15,,Por dentro - da Biblioteca Nacional,Tem gente que adentra a Biblioteca Nacional com objetivo não muito acadêmico,https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/os-sonolentos-da-bn
Dos pés à cabeça,15,,Por dentro - do Documento,Arthur Ramos e os cadáveres como documentos históricos,https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/por-dentro-do-documento/dos-pes-a-cabeca
O sol e a sombra: política e administração na América portuguesa do século XVIII,15,,Livros,"Editora Companhia das Letras, 492 páginas.",https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/livros/o-sol-e-a-sombra-politica-e-administracao-na-america-portuguesa-do-seculo-xviii
João Goulart: Entre a Memória e a História,15,,Livros,"Ed. FGV, 191 páginas",https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/livros/joao-goulart-entre-a-memoria-e-a-historia
"Brazil through the eyes of William James: letters, diaries and drawings, 1865-1866",15,,Livros,Maria Helena Machado (org.),https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/livros/brazil-through-the-eyes-of-william-james-letters-diaries-and-drawings-1865-1866
Crônicas da província do Brasil,15,,Livros,"Ed. Cosacnaify, 320 páginas",https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/livros/cronicas-da-provincia-do-brasil
"A Ciência como profissão: médicos, bacharéis e cientistas no Brasil (1895-1935)",15,,Livros,,https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/livros/a-ciencia-como-profissao-medicos-bachareis-e-cientistas-no-brasil-1895-1935
Álbum Carioca 2: energia elétrica e cotidiano infanto-juvenil (1950-1979),15,,Livros,"Centro de Memória da Eletricidade no Brasil, 204 páginas",https://web.archive.org/web/20160122102206/http://revistadehistoria.com.br/secao/livros/album-carioca-2-energia-eletrica-e-cotidiano-infanto-juvenil-1950-1979
Carta do Editor - Nº 14,14,,Carta do editor,,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-14
Lavagem do Bonfim... na França,14,,Em dia,"Um baiano organiza há nove anos a lavagem da Igreja da Madeleine, em Paris",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/em-dia/lavagem-do-bonfim-na-franca
A riqueza histórica do Pantanal,14,,Em dia,Museu da História do Pantanal será inaugurado em 2007,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/em-dia/a-riqueza-historica-do-pantanal
Instituto Rio Branco... ou Rio Mestiço?,14,,Em dia,Instituto Rio Branco... ou Rio Mestiço?,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/em-dia/instituto-rio-branco-ou-rio-mestico
Fundação Casa de Rui Barbosa reformula site,14,,Em dia,Portal apresenta fotos e pinturas do poeta Pedro Nava,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/em-dia/fundacao-casa-de-rui-barbosa-reformula-site
Fazer o quê?,14,Ciganos no Brasil,Dossiê,A política metropolitana em relação aos ciganos era cheia de ambigüidades quanto à sua inclusão no projeto colonial,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/capa/fazer-o-que
Ladrões de crianças,14,Ciganos no Brasil,Dossiê,Os primeiros estudos sobre a tradição cigana na cultura brasileira não escaparam dos estereótipos que perseguem o grupo,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/capa/ladroes-de-criancas
Lundu à cigana?,14,Ciganos no Brasil,Dossiê,A influência dos ciganos na música e nas danças populares brasileiras é maior do imaginávamos até agora,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/capa/lundu-a-cigana
Meirinhos aristocráticos,14,Ciganos no Brasil,Dossiê,Foi como oficiais de justiça que os ciganos calom eliminaram o preconceito contra o grupo e garantiram seu lugar na sociedade carioca,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/capa/meirinhos-aristocraticos
O rei de São Paulo,14,,Artigos,"Apesar da escassa documentação, Amador Bueno passou à História como figura central do movimento que desafiou o domínio monárquico português no século XVII",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/artigos-revista/o-rei-de-sao-paulo
Um cheiro de mistificação,14,,Artigos,"Pouco se sabe, mas muito se diz sobre a aclamação de Amador Bueno",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/artigos-revista/um-cheiro-de-mistificacao
À porta do céu,14,,Artigos,"Isolado pela Serra do Espinhaço, o colégio mineiro Caraça teve importante papel na formação da elite conservadora que fez carreira no Império e na República",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/artigos-revista/a-porta-do-ceu
Alma e corpo de uma raça,14,,Artigos,"Para o Estado Novo, a educação física e a cívica eram parte um mesmo projeto",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/artigos-revista/alma-e-corpo-de-uma-raca
Senhores no banco dos réus,14,,Artigos,As ações cíveis de liberdade eram instrumentos que os escravos usavam para lutar por suas alforrias mesmo contra a vontade de seus senhores,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/artigos-revista/senhores-no-banco-dos-reus
Para andar nos trilhos,14,,Artigos,Machado de Assis mostra como o simples fato de andar de bonde podia revelar as transformações que a cidade sofria ao se modernizar,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/artigos-revista/para-andar-nos-trilhos
Kenneth Light,14,,Entrevista,Com os pés no mar,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/entrevista/kenneth-light
Arquivos Implacáveis,14,,Leituras,"Misto de secretário e arquivista, João Condé editava com humor e elegância destacado suplemento literário da década de 1940",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/leituras/arquivos-implacaveis
Polícia para quem precisa,14,,Perspectiva,Imagens produzidas por Rugendas e Debret abrem caminho para uma nova leitura da variada atuação dos policiais no cenário social do século XIX,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/perspectiva/policia-para-quem-precisa
Onde estão as mulheres?,14,,Educação,O papel da mulher na História ainda não está claro nem nos raros livros didáticos que dão espaço a essa discussão,https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/educacao/onde-estao-as-mulheres
O demônio no inferno verde,14,,Retrato,"No embate pela expansão da fé católica na Amazônia, o mundo místico do padre Samuel Fritz se defrontou com as crenças locais e a disputa por fronteiras",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/retrato/o-demonio-no-inferno-verde
Hemeroteca Brasileira. Já ouviu falar?,14,,Por dentro - da Biblioteca Nacional,"Divisão de Periódicos  tem projeto para a instalação de uma biblioteca própria, só com jornais e revistas.",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/hemeroteca-brasileira-ja-ouviu-falar
Touradas no Rio de Janeiro,14,,Por dentro - do Documento,"Na virada do século XIX para o XX, esses eventos atraíam centenas de espectadores",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/por-dentro-do-documento/touradas-no-rio-de-janeiro
A Independência Brasileira – Novas dimensões,14,,Livros,"Editora FGV, 432 páginas",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/livros/a-independencia-brasileira-novas-dimensoes
Cangaceiros,14,,Livros,"Editora Terceiro Nome, 149 páginas",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/livros/cangaceiros
Moderno e Brasileiro,14,,Livros,"Editora Jorge Zahar, 248 páginas.",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/livros/moderno-e-brasileiro
Boca do Lixo: Cinema e Classes Populares,14,,Livros,"Editora da Unicamp, 224 páginas.",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/livros/boca-do-lixo-cinema-e-classes-populares
Dicionário Escolar Afro-Brasileiro,14,,Livros,"Selo Negro Edições, 176 páginas.",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/livros/dicionario-escolar-afro-brasileiro
O rastro da bruxa – história da aviação brasileira através de seus acidentes: 1928-1996.,14,,Livros,"EDIPUCRS, 288 páginas.",https://web.archive.org/web/20160122081803/http://revistadehistoria.com.br/secao/livros/o-rastro-da-bruxa-historia-da-aviacao-brasileira-atraves-de-seus-acidentes-1928-1996
Carta do Editor - Nº 13,13,,Carta do editor,,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-13
A geléia de mocotó de Cordisburgo,13,,Em dia,"Livro vai resgatar casos, personagens e até receitas culinárias da cidade onde nasceu Guimarães Rosa",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/em-dia/a-geleia-de-mocoto-de-cordisburgo
Com quantas canoas se faz um museu?,13,,Em dia,O Museu Nacional do Mar vai ganhar uma unidade no Recôncavo Baiano,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/em-dia/com-quantas-canoas-se-faz-um-museu
Sai catálogo com obras do Aleijadinho,13,,Em dia,"Entre as décadas de 1930 e 1970, pensou-se muito na hipótese de o escultor Aleijadinho não ter existido. Os partidários dessa idéia atribuíam a autoria de suas obras a vários escultores anônimos. A te",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/em-dia/sai-catalogo-com-obras-do-aleijadinho
A diferença entre o acarajé e o sanduíche de Bauru,13,,Em dia,O Iphan registrou o acarajé como patrimônio cultural imaterial. O que significa isto?,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/em-dia/a-diferenca-entre-o-acaraje-e-o-sanduiche-de-bauru
Memória virtual,13,,Em dia,Como usar o YouTube para aprender História,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/em-dia/memoria-virtual
O funcionário público que desenhou as praças cariocas,13,,Em dia,Exposição sobre José da Silva Azevedo Neto mostra como elas mudaram nas últimas décadas,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/em-dia/o-funcionario-publico-que-desenhou-as-pracas-cariocas
As Raizes e seus frutos,13,70 anos de Raízes do Brasil,Dossiê,"Setenta anos depois de publicado, Raízes do Brasil mantém sua atualidade e revela o projeto maior de seu autor: examinar possibilidades, direções e limites da civilização no país",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/capa/as-raizes-e-seus-frutos
Raízes do Brasil explica o país de hoje?,13,70 anos de Raízes do Brasil,Dossiê,Raízes do Brasil explica o país de hoje?,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/capa/raizes-do-brasil-explica-o-pais-de-hoje
Tropicus Germanicus,13,70 anos de Raízes do Brasil,Dossiê,O radicalismo em Sérgio Buarque de Holanda,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/capa/tropicus-germanicus
Cheiro de terra,13,70 anos de Raízes do Brasil,Dossiê,Sérgio Buarque e Oliveira Vianna mostram a ligação entre a tradição rural escravista do Brasil e nossas formas de pensar e sentir social e politicamente,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/capa/cheiro-de-terra
Dias de alegria e muita fé,13,,Artigos,"Uma das maiores procissões católicas do mundo, o Círio de Nazaré, em Belém do Pará, é patrimônio incontestável do Brasil",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/artigos-revista/dias-de-alegria-e-muita-fe
Luzes da ribalta,13,,Artigos,"A chegada da energia elétrica no Rio de Janeiro foi recebida de modo contraditório, entre o encanto com a novidade e os protestos da população",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/artigos-revista/luzes-da-ribalta
Longe de casa,13,,Artigos,As listas dos resgates de cativos efetuados durante o reinado de D. João V revelam quem eram os “brasileiros” aprisionados por corsários do Norte da África,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/artigos-revista/longe-de-casa
Gente de pés ligeiros,13,,Artigos,A situação de penúria das tropas coloniais multiplicava as deserções e justificava rebeliões como as do Terço de Salvador nos séculos XVII e XVIII,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/artigos-revista/gente-de-pes-ligeiros
Um brado na imprensa brasileira,13,,Artigos,O polêmico jornal Ostensor Brasileiro fez campanha pela democratização das políticas educacionais do Império e apresentou as paisagens brasileiras através de suas gravuras,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/artigos-revista/um-brado-na-imprensa-brasileira
O sogro de Deus,13,,Artigos,Correspondência entre o historiador Capistrano de Abreu e a filha elucida sua negação do catolicismo e reflete o embate entre correntes dos pensamentos laico e religioso da época,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/artigos-revista/o-sogro-de-deus
Jaime Benchimol,13,,Entrevista,História não é só enfeite de  bolo,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/entrevista/jaime-benchimol
Raízes que dão frutos,13,,Leituras,"Raízes do Brasil não é atual simplesmente porque o “homem cordial” sobreviveu, mas por estimular e gerar novas reflexões sobre nossa identidade",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/leituras/raizes-que-dao-frutos
Espelho da fé,13,,Perspectiva,A grande produção de gravuras religiosas a partir do século XVI,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/perspectiva/espelho-da-fe
História em verso e reverso,13,,Educação,A literatura de cordel enriquece o ensino da História ao trazer para a sala de aula representações diferentes das que estão nos livros didáticos,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/educacao/historia-em-verso-e-reverso
Um embaixador brasileiro contra Vargas,13,,Retrato,"Contrariando a política do Estado Novo, o diplomata Souza Dantas concedeu inúmeros vistos diplomáticos durante a Segunda Guerra Mundial, facilitando a saída da Europa de refugiados ameaçados pelo nazi",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/retrato/um-embaixador-brasileiro-contra-vargas
A câmara ardente da Biblioteca Nacional,13,,Por dentro - da Biblioteca Nacional,Instituição abrigou o velório de Rui Barbosa,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/a-camara-ardente-da-biblioteca-nacional
Imprensa Oficial Clandestina,13,,Por dentro - do Documento,A impressão autorizada pelo bispo e proibida pelo rei,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/por-dentro-do-documento/imprensa-oficial-clandestina
Raízes do Brasil,13,,Livros,"Companhia das Letras, 224 páginas.",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/livros/raizes-do-brasil
Quilombolas. Tradições e Cultura da Resistência,13,,Livros,Editora Aori Comunicações.,https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/livros/quilombolas-tradicoes-e-cultura-da-resistencia
O Capitão Lamarca e a VPR – Repressão Judicial no Brasil,13,,Livros,"Alameda, 208 páginas.",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/livros/o-capitao-lamarca-e-a-vpr-repressao-judicial-no-brasil
As cartas de Capistrano de Abreu,13,,Livros,"Ed. Alameda,  324p.",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/livros/as-cartas-de-capistrano-de-abreu
João Clemente Baena Soares: sem medo da diplomacia – depoimento ao CPDOC,13,,Livros,"Editora FGV, 128 páginas.",https://web.archive.org/web/20160122085845/http://revistadehistoria.com.br/secao/livros/joao-clemente-baena-soares-sem-medo-da-diplomacia-depoimento-ao-cpdoc
Carta do Editor - Nº 12,12,,Carta do editor,,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-12
Vale a pena?,12,,Em dia,A história da pena usada pela princesa Isabel para assinar a Lei Áurea,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/em-dia/vale-a-pena
Romi-Isetta: o carro de uma porta só,12,,Em dia,"Em setembro, o primeiro automóvel fabricado no Brasil completa 50 anos",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/em-dia/romi-isetta-o-carro-de-uma-porta-so
Globo prepara minissérie sobre a história do Acre,12,,Em dia,,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/em-dia/globo-prepara-minisserie-sobre-a-historia-do-acre
Historiadores refazem o caminho percorrido pelo beato José Lourenço,12,,Em dia,,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/em-dia/historiadores-refazem-o-caminho-percorrido-pelo-beato-jose-lourenco
Santuários de madeira,12,,Em dia,O fotógrafo Nego Miranda passou dois anos retratando igrejas do Paraná,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/em-dia/santuarios-de-madeira
A Inconfidência Mineira e Ouro Preto de caras novas,12,,Em dia,Museu da Inconfidência é reinaugurado após três anos de reformas,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/em-dia/a-inconfidencia-mineira-e-ouro-preto-de-caras-novas
A história que cabe no bolso,12,,Em dia,O Banco Central vai lançar uma moeda com a efígie de Santos Dumont. Será essa a primeira vez que ele aparece no dinheiro brasileiro?,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/em-dia/a-historia-que-cabe-no-bolso
Os bichos fugiram do Zôo!,12,,Capa,"Surgido no Zoológico do Rio de Janeiro, o jogo do bicho logo ganhou as ruas e nem a repressão conseguiu enjaulá-lo novamente",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/capa/os-bichos-fugiram-do-zoo
Ilusões revolucionárias,12,,Artigos,"Embalados pelo sucesso da Revolução Russa, anarquistas tramaram uma insurreição fracassada no Rio de Janeiro, em 1918, mas com efeitos positivos para a classe operária",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/artigos-revista/ilusoes-revolucionarias
Cena íntima,12,,Artigos,"Rainha da cena do seu tempo, a italiana Adelaide Ristori cai nas graças do imperador do Brasil e desperta uma amizade para além de convenções e fronteiras",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/artigos-revista/cena-intima
No fio da navalha,12,,Artigos,"Durante a gestão de Gustavo Capanema, o Ministério da Educação foi marcado por disputas veladas entre liberais e conservadores",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/artigos-revista/no-fio-da-navalha
Contrabando de informações,12,,Artigos,"Relatos clandestinos de marinheiros, flibusteiros e cientistas europeus foram fundamentais para a divulgação de conhecimentos sobre o Brasil no século XVIII",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/artigos-revista/contrabando-de-informacoes
Uma relação delicada,12,,Artigos,Documentos mostram que escravos souberam criar oportunidades para ganhar alforria tornando-se cúmplices de seus proprietários e negociando com eles,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/artigos-revista/uma-relacao-delicada
As vidas do Velho Chico,12,,Artigos,"As barcas em que trabalhavam os remeiros do São Francisco ligavam as cidades ribeirinhas transportando cargas, fazendo comércio e divulgando a cultura da região",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/artigos-revista/as-vidas-do-velho-chico
Ilmar Rohloff de Mattos,12,,Entrevista,Ensinar é provocar,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/entrevista/ilmar-rohloff-de-mattos
Imagens da África,12,,Leituras,Desconhecer a África e a realidade dos africanos não impediu que Castro Alves denunciasse a violência e a degradação da escravidão,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/leituras/imagens-da-africa
As diferentes mortes de um herói,12,,Perspectiva,"A pintura de Antônio Parreiras conta mais de uma história sobre a morte de Estácio de Sá, o fundador do Rio de Janeiro",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/perspectiva/as-diferentes-mortes-de-um-heroi
A história como uma janela para o mundo,12,,Educação,"Novo método de ensino estimula o desapego à cronologia, valorizando os temas e a construção do conhecimento em vez de fatos e datas",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/educacao/a-historia-como-uma-janela-para-o-mundo
Um político entre dois mundos,12,,Retrato,"Transitando com desenvoltura entre as comunidades alemã e luso-brasileira, Lindolfo Collor construiu sua carreira pública atuando como um mediador entre elas.",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/retrato/um-politico-entre-dois-mundos
Choro para inglês ver e ouvir,12,,Por dentro - da Biblioteca Nacional,A Biblioteca Nacional digitaliza acervo musical que inclui até o choro “Tico-Tico no Fubá” cantado em inglês,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/choro-para-ingles-ver-e-ouvir
Somos todos fantoches,12,,Por dentro - do Documento,Di Cavalcanti entre as raridades da BN,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/por-dentro-do-documento/somos-todos-fantoches
Direitos e Justiça no Brasil: Ensaios de História Social,12,,Livros,"Editora da UNICAMP, 2006",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/livros/direitos-e-justica-no-brasil-ensaios-de-historia-social
A vida quotidiana na Colónia do Sacramento (1715-1735).,12,,Livros,"Livros do Brasil, 2006.",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/livros/a-vida-quotidiana-na-colonia-do-sacramento-1715-1735
Músicas africanas e indígenas no Brasil,12,,Livros,"Editora da UFMG,  360 páginas (acompanham dois CDs).",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/livros/musicas-africanas-e-indigenas-no-brasil
"A Inquisição em Xeque. Temas, controvérsias, estudos de casos.",12,,Livros,"Eduerj, 280 páginas.",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/livros/a-inquisicao-em-xeque-temas-controversias-estudos-de-casos
Por Minha Letra e Sinal. Documentos do Ouro do Século XVII.,12,,Livros,"Ateliê Editorial/Fapesp, 416 páginas.",https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/livros/por-minha-letra-e-sinal-documentos-do-ouro-do-seculo-xvii
O Feminismo Tático de Bertha Lutz,12,,Livros,Rachel Soihet,https://web.archive.org/web/20160122123834/http://revistadehistoria.com.br/secao/livros/o-feminismo-tatico-de-bertha-lutz
Carta do Editor - Nº 11,11,,Carta do editor,,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-11
Prefeituras do Rio e de Paris recuperam São Cristóvão,11,,Em dia,Bairro já abrigou a residência da família real,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/em-dia/prefeituras-do-rio-e-de-paris-recuperam-sao-cristovao
Maria-Fumaça põe a história de Minas Gerais nos devidos trilhos,11,,Em dia,Ferrovia que liga Ouro Preto a Mariana é recuperada para o transporte de passageiros,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/em-dia/maria-fumaca-poe-a-historia-de-minas-gerais-nos-devidos-trilhos
Theatro Municipal do Rio de Janeiro prepara ópera sobre Oswaldo Cruz,11,,Em dia,,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/em-dia/theatro-municipal-do-rio-de-janeiro-prepara-opera-sobre-oswaldo-cruz
Documentário relembra a vida do violonista Raphael Rabello,11,,Em dia,,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/em-dia/documentario-relembra-a-vida-do-violonista-raphael-rabello
Chorinho com gosto de café,11,,Em dia,O CD duplo “Vale dos Tambores” busca as raízes do choro no Vale do Paraíba,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/em-dia/chorinho-com-gosto-de-cafe
Os homens que vestem os imortais,11,,Em dia,Um passeio pela história dos alfaiates e dos fardões da Academia Brasileira de Letras,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/em-dia/os-homens-que-vestem-os-imortais
No rastro do desconhecido,11,Rondon,Dossiê,"Atreladas à Comissão Rondon, pesquisas científicas desvendaram o território brasileiro e abriram um campo amplo e inédito para a ciência e para naturalistas do país",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/capa/no-rastro-do-desconhecido
Um presidente americano na selva,11,Rondon,Dossiê,"A expedição científica Roosevelt-Rondon pela Amazônia brasileira, mais que fazer descobertas científicas, marcou a aproximação entre Brasil e Estados Unidos",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/capa/um-presidente-americano-na-selva
Pacificador ou mediador?,11,Rondon,Dossiê,Por trás da criação do Serviço de Proteção aos Índios havia um controvertido cenário de jogos políticos e embates ideológicos do qual Rondon foi peça-chave,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/capa/pacificador-ou-mediador
Os inventores do amendoim,11,Rondon,Dossiê,,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/capa/os-inventores-do-amendoim
Pondo ordem na Casa,11,,Artigos,"Experiência inédita na história ocidental, a acomodação de uma Casa Real européia em território colonial foi permeada de intrigas, desordens e falta de recursos financeiros",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/artigos-revista/pondo-ordem-na-casa
A charanga do Jaime,11,,Artigos,"Sob a batuta de Jaime de Carvalho, a ruidosa banda rubro-negra promove a festa do público de futebol e organiza a torcida no Rio de Janeiro",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/artigos-revista/a-charanga-do-jaime
Consciência de cor,11,,Artigos,"Desde a Abolição, jornais dirigidos por negros denunciam o preconceito, defendem o bom comportamento e apostam na formação de uma consciência racial",https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/artigos-revista/consciencia-de-cor
Lobos em pele de ovelha,11,,Artigos,As obras antijudaicas e anti-semitas que circulavam no Brasil colonial difundiam o preconceito também contra cristãos-novos,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/artigos-revista/lobos-em-pele-de-ovelha
Vivandeiras em marcha,11,,Artigos,A participação das mulheres na Coluna Prestes revela a coragem com que enfrentaram as batalhas e o preconceito dos próprios companheiros,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/artigos-revista/vivandeiras-em-marcha
Nuno Gonçalo Monteiro,11,,Entrevista,Um império de destinos cruzados,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/entrevista/nuno-goncalo-monteiro
“Por ser de lá”,11,,Leituras,As crônicas de Graciliano Ramos ultrapassam o registro do cotidiano urbano e trazem para a cidade a história e a memória do sertão alagoano,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/leituras/por-ser-de-la
O sertão domesticado,11,,Perspectiva,As fotografias da Comissão Rondon forjaram um poderoso testemunho do domínio técnico sobre a natureza e serviram de resposta aos críticos dos trabalhos da expedição,https://web.archive.org/web/20160122024228/http://revistadehistoria.com.br/secao/perspectiva/o-sertao-domesticado
